Survey;answer_identifier;Informed Consent;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P19;P18;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31;Online course frustration;Computer for exclusive use;Internet connection;Covid-concern1;Covid-concern2;Covid-concern3;Covid-concern4;Anonymized student ID
survey1;541;Yes;4;5;4;3;3;3;5;4;2;4;4;4;3;4;4;4;3;4;4;3;3;3;3;5;2;3;3;4;3;4;3;5;Yes;Stable, in some cases I've had issues;5;5;5;4;304
survey1;542;Yes;3;4;3;2;3;2;4;4;3;4;4;4;2;4;2;3;2;4;3;3;4;2;2;2;2;2;3;3;2;2;2;1;Yes;Stable, in some cases I've had issues;2;4;4;2;373
survey1;543;Yes;3;4;2;4;5;5;3;3;4;4;3;5;5;4;4;4;5;3;5;5;5;4;5;3;3;5;5;3;5;4;4;4;Yes;Stable, in some cases I've had issues;5;5;5;1;586
survey1;544;Yes;4;5;3;4;5;4;1;2;4;4;4;5;5;4;4;4;5;4;5;5;5;2;5;3;4;5;4;3;4;1;4;3;Yes;Stable, in some cases I've had issues;4;5;5;2;839
survey1;545;Yes;4;5;2;5;4;5;3;3;3;5;4;5;5;4;5;5;5;4;5;5;5;5;5;5;4;5;5;4;4;5;5;3;Yes;Unstable, sometimes I've got problems;4;5;4;2;372
survey1;546;Yes;4;5;2;5;3;5;1;2;5;5;2;5;3;4;4;5;5;2;5;5;4;5;5;5;4;5;5;2;4;3;5;2;Yes;Stable, in some cases I've had issues;2;5;4;2;896
survey1;547;Yes;4;5;1;5;5;5;5;4;4;5;5;5;5;4;5;4;5;4;5;5;5;5;5;4;5;5;5;4;5;5;5;3;Yes;Stable, in some cases I've had issues;5;5;5;1;242
survey1;548;Yes;3;5;1;5;3;3;4;4;5;5;4;5;5;5;3;5;5;3;5;5;5;4;5;3;3;4;5;4;4;5;5;1;Yes;Unstable, sometimes I've got problems;5;5;5;1;506
survey1;549;Yes;4;5;1;5;5;5;3;3;3;5;4;5;5;4;5;5;5;3;3;5;5;5;5;5;3;5;5;3;5;1;5;1;Yes;Stable, in some cases I've had issues;3;4;5;1;266
survey1;550;Yes;4;4;3;4;4;3;4;4;1;5;3;5;5;4;2;3;4;2;4;4;4;4;4;3;2;4;5;1;4;2;4;5;Yes;Stable, in some cases I've had issues;4;5;5;2;397
survey1;551;Yes;5;5;4;5;4;3;5;3;3;5;4;5;3;4;3;4;5;4;4;4;5;5;5;5;2;5;5;3;4;3;4;5;Yes;Unstable, sometimes I've got problems;5;5;5;2;215
survey1;552;Yes;3;5;1;5;5;5;3;3;4;5;2;5;5;3;5;5;5;4;5;5;5;5;5;5;5;5;5;4;5;5;5;1;Yes;Very stable;1;2;3;1;843
survey1;553;Yes;4;4;3;4;3;4;3;3;2;5;2;5;5;4;4;4;5;2;5;5;5;5;5;4;3;5;5;2;5;5;5;4;Yes;Very stable;5;5;4;2;737
survey1;554;Yes;3;4;3;3;3;3;4;3;3;4;4;4;4;4;3;3;3;3;4;3;4;3;3;3;4;3;3;2;3;2;4;4;Yes;Stable, in some cases I've had issues;3;3;4;2;815
survey1;555;Yes;5;5;3;4;5;5;3;5;4;4;5;5;4;5;5;5;4;5;5;4;5;5;4;4;4;4;4;5;3;2;5;1;No;Stable, in some cases I've had issues;4;5;5;1;924
survey1;556;Yes;3;5;3;3;3;3;4;3;5;4;5;4;4;3;4;4;4;3;4;4;4;5;4;4;4;3;4;3;4;3;4;3;Yes;Stable, in some cases I've had issues;3;3;3;1;622
survey1;557;Yes;3;4;2;5;4;4;4;4;4;5;4;5;4;4;4;3;4;4;4;4;4;4;5;5;3;4;4;3;4;4;4;3;Yes;Stable, in some cases I've had issues;3;5;4;3;214
survey1;558;Yes;3;4;3;4;2;4;3;2;5;3;3;4;5;1;4;3;3;3;5;4;5;2;4;3;5;3;4;2;4;2;4;2;Yes;Stable, in some cases I've had issues;4;4;4;1;502
survey1;559;Yes;5;5;1;5;5;5;5;2;4;5;3;5;5;3;5;5;5;2;5;5;5;4;5;4;5;5;5;5;5;5;5;1;Yes;Very stable;3;3;5;1;224
survey1;560;Yes;4;4;2;4;4;4;3;4;3;4;2;5;4;4;4;4;4;2;4;4;4;3;4;4;2;4;4;2;4;2;4;5;Yes;Stable, in some cases I've had issues;4;4;4;1;530
survey1;561;Yes;4;5;2;5;4;5;3;2;4;5;3;5;3;5;5;5;5;4;5;5;5;5;5;5;3;5;5;4;5;3;5;3;Yes;Very stable;5;5;5;4;44
survey1;562;Yes;1;5;5;4;1;1;3;5;3;4;2;4;4;5;2;4;4;5;3;3;4;5;4;3;2;4;4;5;2;2;1;5;Yes;Unstable, sometimes I've got problems;5;5;5;5;333
survey1;563;Yes;2;3;4;5;2;2;4;4;4;5;2;4;4;3;1;4;5;4;3;3;5;5;5;5;2;4;5;4;3;1;3;3;Yes;Stable, in some cases I've had issues;2;4;4;1;407
survey1;564;Yes;4;5;3;2;5;4;3;4;4;4;3;5;3;4;2;3;4;3;5;5;5;4;4;3;4;4;4;4;4;2;5;3;Yes;Stable, in some cases I've had issues;2;4;5;1;228
survey1;565;Yes;3;5;1;5;5;5;5;3;1;5;2;5;5;5;5;5;5;1;5;5;5;5;5;5;4;5;5;3;5;1;5;5;Yes;Stable, in some cases I've had issues;4;5;4;1;237
survey1;566;Yes;4;5;2;4;3;4;3;2;3;4;2;5;3;2;4;3;4;4;4;4;5;4;5;3;2;4;4;4;4;3;4;1;Yes;Stable, in some cases I've had issues;4;4;4;1;527
survey1;567;Yes;2;5;3;4;4;4;3;4;5;5;3;5;3;4;4;3;5;3;5;5;5;5;5;4;4;5;4;4;5;1;5;4;Yes;Very stable;5;5;4;1;405
survey1;568;Yes;2;3;5;3;2;2;4;4;3;4;2;4;1;4;2;2;4;4;4;3;4;2;4;4;3;3;3;4;3;1;2;5;Yes;Unstable, sometimes I've got problems;1;4;4;1;534
survey1;569;Yes;5;5;1;4;4;4;4;3;3;4;4;5;4;3;4;4;4;1;4;5;5;5;4;4;3;4;4;2;4;3;5;3;Yes;Stable, in some cases I've had issues;4;4;4;2;465
survey1;570;Yes;4;5;1;3;4;4;2;4;4;4;4;5;5;4;3;2;3;2;5;5;5;4;4;3;4;4;4;2;4;3;5;2;Yes;Stable, in some cases I've had issues;5;5;5;1;539
survey1;571;Yes;4;5;3;5;4;5;4;3;5;5;2;5;3;4;5;5;5;4;5;5;5;5;5;4;4;5;5;5;5;2;5;4;Yes;Very stable;5;5;5;2;512
survey1;572;Yes;2;5;4;3;2;2;5;5;3;4;4;5;2;4;2;2;2;4;4;2;4;3;4;2;4;3;3;4;2;3;4;5;Yes;Stable, in some cases I've had issues;4;5;5;2;829
survey1;573;Yes;2;3;5;3;2;2;3;4;3;3;4;4;4;2;2;2;3;4;4;3;4;2;3;2;2;3;3;4;3;4;4;5;Yes;Stable, in some cases I've had issues;2;4;4;2;699
survey1;574;Yes;3;3;5;3;2;2;2;5;4;3;3;4;5;5;3;2;3;5;5;4;5;5;3;3;5;3;3;5;4;4;4;4;Yes;Stable, in some cases I've had issues;1;5;5;2;439
survey1;575;Yes;4;5;1;4;5;5;5;3;5;5;4;5;5;3;5;4;5;3;5;5;5;3;5;2;5;5;5;4;5;3;5;1;Yes;Very stable;2;4;3;1;invalid id
survey1;576;Yes;4;4;1;5;4;3;2;3;4;4;2;4;3;3;3;4;4;2;4;4;5;4;4;4;3;4;4;2;4;3;4;1;Yes;Unstable, sometimes I've got problems;4;4;4;2;507
survey1;577;Yes;4;5;3;4;4;4;4;3;4;4;4;5;3;4;4;5;4;4;4;4;5;5;4;3;4;4;4;3;4;4;4;4;Yes;Stable, in some cases I've had issues;4;4;4;1;307
survey1;578;Yes;3;4;1;4;4;4;4;4;4;4;4;4;5;3;4;3;4;4;4;4;4;3;4;3;4;5;4;4;4;3;4;2;Yes;Stable, in some cases I've had issues;4;4;3;3;466
survey1;579;Yes;4;3;5;5;3;1;5;5;5;5;4;3;4;5;3;2;3;5;4;5;5;5;5;5;5;3;4;5;5;5;5;3;Yes;Stable, in some cases I've had issues;1;3;3;3;63
survey1;580;Yes;4;5;2;3;3;4;2;2;5;4;3;5;5;3;4;5;4;3;5;4;5;4;4;3;4;4;3;4;4;1;4;2;Yes;Very stable;3;4;5;1;223
survey1;581;Yes;4;4;3;4;4;4;2;4;3;4;3;4;3;2;4;4;4;3;4;4;4;4;4;5;3;4;4;2;4;2;5;3;Yes;Stable, in some cases I've had issues;4;4;4;2;400
survey1;582;Yes;3;5;5;3;2;4;5;5;4;4;5;5;3;4;4;3;4;4;5;4;4;5;4;3;4;4;3;4;3;4;4;5;Yes;Stable, in some cases I've had issues;4;5;4;2;495
survey1;583;Yes;4;5;2;4;4;4;3;3;3;4;3;5;5;3;4;4;5;3;4;4;4;3;4;4;3;5;4;4;4;4;4;4;;;;;;;invalid id
survey1;584;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey1;585;Yes;4;5;3;5;4;4;4;3;4;4;4;4;5;2;4;4;4;3;4;4;4;4;5;4;4;4;4;3;4;3;4;4;Yes;Stable, in some cases I've had issues;2;3;4;1;212
survey1;586;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey1;587;Yes;4;5;2;3;4;4;2;4;3;4;2;5;4;4;4;4;5;2;5;4;5;1;4;3;3;5;4;2;4;4;5;3;Yes;Very stable;2;4;4;1;497
survey1;588;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey1;589;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey1;590;Yes;3;5;1;4;5;5;3;2;3;5;1;5;3;4;5;4;5;2;5;5;5;5;5;4;3;5;5;2;5;2;5;3;Yes;Stable, in some cases I've had issues;4;5;5;2;601
survey1;591;Yes;3;4;4;4;3;3;2;3;3;4;3;4;4;4;3;4;4;4;5;4;5;4;4;4;3;4;4;3;4;3;4;1;Yes;Stable, in some cases I've had issues;4;4;3;2;722
survey1;592;Yes;5;5;5;5;5;5;4;3;3;4;4;5;4;3;4;5;5;4;5;5;4;5;5;5;3;5;4;2;4;4;4;1;Yes;Stable, in some cases I've had issues;5;5;4;1;621
survey1;593;Yes;4;5;3;3;5;4;3;4;5;4;2;5;4;3;4;5;5;3;5;5;5;5;4;4;5;5;5;3;4;4;4;3;Yes;Stable, in some cases I've had issues;5;5;3;2;510
survey1;594;Yes;4;5;3;4;3;3;3;3;3;4;3;4;3;3;3;4;4;3;4;3;4;4;4;3;4;4;4;3;4;3;3;4;Yes;Stable, in some cases I've had issues;3;4;;1;819
survey1;595;Yes;4;5;2;5;4;5;2;4;3;4;5;4;1;4;5;4;5;2;4;4;5;4;5;2;4;5;5;2;5;1;5;5;Yes;Stable, in some cases I've had issues;1;5;5;1;885
survey1;596;Yes;2;4;3;4;4;2;4;5;4;4;4;4;2;5;2;1;3;5;4;4;4;3;4;2;4;4;4;5;4;2;4;2;Yes;Stable, in some cases I've had issues;4;4;5;2;424
survey1;597;Yes;3;5;3;4;4;4;5;5;4;5;5;4;5;4;3;4;4;5;4;3;5;3;4;4;5;4;5;5;3;3;3;5;Yes;Stable, in some cases I've had issues;5;5;4;1;669
survey1;598;Yes;4;5;2;5;3;4;4;4;4;5;3;4;4;4;4;4;5;3;5;4;4;5;5;3;4;5;5;3;4;3;4;5;Yes;Stable, in some cases I've had issues;4;5;5;3;270
survey1;599;Yes;3;5;1;4;5;5;4;2;5;4;4;5;5;2;5;3;4;2;5;5;5;4;4;3;5;4;4;1;5;3;5;2;Yes;Stable, in some cases I've had issues;4;4;4;1;763
survey1;600;Yes;3;3;2;3;3;3;3;3;3;3;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Yes;Very stable;1;1;2;2;0
survey1;601;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey1;602;Yes;5;5;2;4;4;4;3;3;3;4;3;5;4;2;4;4;4;2;5;4;5;4;4;2;4;4;3;4;4;1;4;3;Yes;Stable, in some cases I've had issues;4;4;4;1;376
survey1;603;Yes;5;5;1;5;5;5;5;3;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;4;5;5;5;1;5;4;5;3;Yes;Very stable;4;3;3;1;492
survey1;604;Yes;4;5;4;5;4;3;4;4;3;5;4;4;4;4;3;4;5;4;4;4;4;5;5;3;3;5;5;4;4;4;4;3;Yes;Stable, in some cases I've had issues;5;5;5;2;678
survey1;605;Yes;4;5;5;4;3;3;4;4;3;4;4;4;3;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;3;4;3;4;Yes;Stable, in some cases I've had issues;5;5;5;4;91
survey1;606;Yes;3;4;4;3;3;3;3;3;2;3;3;4;4;3;4;3;3;4;4;3;4;3;4;3;3;4;3;4;4;2;4;4;Yes;Unstable, sometimes I've got problems;2;5;4;2;invalid id
survey1;607;Yes;5;5;2;4;4;4;3;3;4;3;3;5;4;3;4;4;3;3;4;4;4;3;4;3;4;3;3;3;4;3;4;5;Yes;Stable, in some cases I've had issues;4;4;4;3;377
survey1;608;Yes;3;5;4;4;3;3;3;5;3;4;3;5;3;3;3;3;3;4;4;4;4;4;4;3;3;3;3;4;3;2;3;4;Yes;Stable, in some cases I've had issues;4;4;4;3;188
survey1;609;Yes;4;5;2;4;4;4;4;3;4;4;3;4;4;3;4;4;5;2;5;4;5;5;5;4;3;3;4;2;4;3;4;3;Yes;Stable, in some cases I've had issues;3;4;4;2;501
survey1;610;Yes;4;5;2;5;4;4;3;4;4;5;4;5;4;3;4;4;5;3;4;5;4;4;5;4;4;4;5;3;4;4;4;2;Yes;Stable, in some cases I've had issues;3;4;4;1;433
survey1;611;Yes;4;4;2;3;4;4;2;3;4;5;3;4;3;2;4;4;5;3;4;3;4;4;5;2;3;4;5;3;4;3;4;3;Yes;Stable, in some cases I've had issues;4;5;4;1;612
survey1;612;Yes;1;1;3;2;2;3;3;2;2;4;4;5;5;2;4;5;5;4;5;4;5;4;4;4;3;5;5;4;4;2;4;3;Yes;Stable, in some cases I've had issues;4;5;5;1;717
survey1;613;Yes;4;5;2;4;4;5;4;3;2;4;4;5;3;1;5;5;4;2;5;4;5;4;5;3;3;4;4;2;4;2;4;3;Yes;Unstable, sometimes I've got problems;4;4;4;3;163
survey1;614;Yes;4;4;3;3;4;4;2;3;4;4;2;5;4;4;4;5;5;3;4;4;5;5;4;4;2;5;4;3;4;2;5;1;Yes;Stable, in some cases I've had issues;2;4;4;1;632
survey1;615;Yes;4;4;3;3;3;4;4;4;3;4;4;5;4;4;4;4;4;3;5;4;5;4;5;3;4;5;3;3;4;2;4;3;Yes;Stable, in some cases I've had issues;4;5;4;2;862
survey1;616;Yes;3;4;2;4;4;4;3;4;4;5;2;5;5;3;5;4;5;4;4;5;5;4;5;4;4;5;5;4;5;4;4;3;Yes;Stable, in some cases I've had issues;4;5;5;2;19
survey1;617;Yes;4;4;2;5;4;3;3;3;4;5;3;4;3;3;3;4;5;3;4;4;4;4;5;4;4;4;5;3;4;2;4;1;Yes;Stable, in some cases I've had issues;1;2;4;1;113
survey1;618;Yes;4;5;3;4;3;5;4;2;5;5;5;5;3;2;5;4;4;2;5;5;5;3;4;4;4;5;4;2;4;2;4;1;Yes;Stable, in some cases I've had issues;1;3;2;1;153
survey1;619;Yes;5;5;1;5;4;4;4;3;4;5;3;5;5;3;4;5;5;3;5;5;5;5;5;4;4;5;5;3;5;5;5;3;Yes;Very stable;1;5;5;1;522
survey1;620;Yes;4;5;2;4;3;3;4;4;3;5;1;5;5;5;3;4;5;2;5;5;5;5;5;5;4;5;4;3;4;2;4;2;Yes;Stable, in some cases I've had issues;4;5;5;1;133
survey1;621;Yes;5;1;2;4;3;5;1;3;4;4;2;5;3;1;4;5;5;3;5;3;3;4;4;4;5;4;4;3;4;2;3;1;Yes;Stable, in some cases I've had issues;2;3;2;1;179
survey1;622;Yes;5;5;1;5;5;5;4;4;4;5;3;5;4;3;5;5;5;3;5;5;5;5;5;4;3;5;5;3;5;2;5;4;Yes;Stable, in some cases I've had issues;3;3;5;2;520
survey1;623;Yes;3;5;3;5;3;2;4;3;3;5;4;5;4;3;2;3;4;4;5;5;5;5;5;5;5;5;4;4;5;3;5;4;Yes;Very stable;4;4;4;1;511
survey1;624;Yes;5;5;1;4;5;5;5;3;5;5;5;5;5;4;5;5;5;2;3;5;5;5;4;2;4;4;3;3;5;2;5;5;Yes;Very stable;1;4;2;1;197
survey1;625;Yes;4;4;2;4;4;3;4;3;4;4;5;5;3;3;3;4;4;4;4;4;5;4;4;3;4;4;4;4;4;3;4;2;Yes;Stable, in some cases I've had issues;4;4;4;2;143
survey1;626;Yes;4;5;2;4;4;4;3;3;4;4;3;4;3;3;4;4;5;3;4;4;4;4;4;3;4;5;4;4;4;3;4;3;Yes;Stable, in some cases I've had issues;4;4;5;1;565
survey1;627;Yes;2;3;4;4;2;2;4;4;4;4;2;5;2;2;2;3;4;3;4;4;4;3;4;4;3;4;4;2;4;2;4;3;Yes;Stable, in some cases I've had issues;4;4;4;2;550
survey1;628;Yes;3;5;1;5;4;4;4;4;5;5;3;5;4;4;4;4;5;4;5;5;5;4;5;5;5;5;5;4;5;4;5;1;Yes;Stable, in some cases I've had issues;3;3;4;1;517
survey1;629;Yes;4;4;2;3;5;4;4;3;2;4;3;5;4;3;4;4;4;3;4;5;5;3;4;3;2;4;3;3;5;4;5;5;Yes;Stable, in some cases I've had issues;4;4;4;1;556
survey1;630;Yes;4;5;3;3;4;3;2;3;3;5;3;5;5;3;3;5;5;3;5;5;5;4;5;3;4;5;5;3;5;3;4;1;Yes;Very stable;1;1;5;1;514
survey1;631;Yes;5;5;1;5;5;4;2;3;1;5;2;4;4;4;4;5;5;1;4;4;4;5;5;4;2;5;5;3;4;4;5;4;Yes;Very stable;3;5;3;1;445
survey1;632;Yes;4;5;3;5;4;2;2;4;5;5;3;4;3;5;3;5;5;4;5;4;5;5;5;4;3;5;5;4;5;3;4;3;Yes;Stable, in some cases I've had issues;4;5;5;4;67
survey1;633;Yes;4;5;1;5;4;5;2;2;5;5;2;5;4;2;4;5;5;2;5;5;5;4;5;4;5;5;5;1;5;3;4;1;Yes;Very stable;4;4;5;1;482
survey1;634;Yes;4;5;1;3;4;4;3;4;2;4;3;5;3;2;4;4;4;2;5;5;4;3;4;3;2;4;4;3;4;2;4;1;Yes;Stable, in some cases I've had issues;3;4;5;1;412
survey1;635;Yes;4;5;3;4;3;3;2;4;3;5;1;5;1;5;4;4;5;3;5;4;4;4;5;5;4;5;5;4;4;3;4;5;Yes;Very stable;4;5;4;3;196
survey1;636;Yes;4;4;3;3;3;2;4;4;4;4;3;5;5;5;4;5;4;4;5;5;5;4;4;2;2;4;3;4;4;2;5;5;Yes;Stable, in some cases I've had issues;5;5;5;2;538
survey1;637;Yes;4;5;2;5;5;5;3;4;3;5;2;5;4;4;4;4;5;2;5;5;5;5;5;4;4;5;5;2;4;2;4;3;;;;;;;invalid id
survey1;638;Yes;4;4;2;4;4;4;2;2;4;4;2;5;4;1;4;4;4;1;5;5;5;4;4;4;4;4;4;2;4;2;4;4;Yes;Stable, in some cases I've had issues;2;3;4;1;480
survey1;639;Yes;4;4;2;3;3;4;3;2;3;4;3;4;3;5;4;4;4;4;4;4;5;3;4;4;4;5;4;5;4;3;4;4;;;;;;;invalid id
survey1;640;Yes;3;4;3;4;3;3;4;4;4;3;4;4;4;4;2;2;3;4;4;4;4;4;3;2;4;4;3;4;3;4;4;4;Yes;Unstable, sometimes I've got problems;5;5;5;2;692
survey1;641;Yes;3;5;2;4;3;3;3;2;4;4;4;5;3;2;4;3;4;3;4;5;5;5;5;3;4;4;4;3;4;3;3;5;Yes;Stable, in some cases I've had issues;4;5;5;4;58
survey1;642;Yes;3;5;3;5;4;3;3;5;5;5;4;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;Yes;Unstable, sometimes I've got problems;5;5;5;4;192
survey1;643;Yes;3;5;2;4;3;3;3;4;3;4;4;4;4;4;3;3;5;4;4;4;5;3;4;2;4;4;4;4;4;4;5;1;Yes;Stable, in some cases I've had issues;3;3;4;1;51
survey1;644;Yes;4;4;3;5;3;3;2;3;2;4;3;4;2;4;3;3;4;4;4;4;5;3;4;3;4;5;4;5;4;3;3;3;Yes;Unstable, sometimes I've got problems;5;5;5;2;250
survey1;645;Yes;4;5;1;5;5;5;5;4;3;5;3;5;4;3;5;4;5;4;5;5;5;5;5;4;4;5;5;2;5;4;5;2;Yes;Stable, in some cases I've had issues;4;5;4;1;811
survey1;646;Yes;5;5;2;5;5;3;3;3;4;5;2;5;5;3;3;4;5;3;5;5;5;5;5;3;4;5;5;3;5;5;5;1;Yes;Stable, in some cases I've had issues;5;5;5;2;800
survey1;647;Yes;4;5;2;5;4;4;5;4;3;5;3;5;3;3;5;5;5;2;3;5;5;5;5;5;3;5;5;3;5;3;5;5;Yes;Very stable;2;4;5;1;712
survey1;648;Yes;3;4;4;4;3;3;4;4;3;4;3;4;3;5;2;4;4;5;4;4;4;4;4;4;3;4;4;4;4;5;4;5;Yes;Unstable, sometimes I've got problems;4;5;4;2;652
survey1;649;Yes;3;5;2;4;4;4;3;4;4;4;3;5;3;3;3;2;4;3;5;4;5;5;5;3;4;4;4;4;5;3;4;5;Yes;Very stable;3;5;5;1;808
survey1;650;Yes;4;5;1;3;5;5;1;1;5;5;2;5;3;4;5;4;4;1;5;4;4;1;4;3;5;5;4;1;5;5;4;3;Yes;Very stable;1;1;1;1;930
survey1;651;Yes;3;5;1;4;3;4;1;3;5;3;4;4;5;3;4;3;4;3;4;4;4;5;4;4;3;4;4;2;4;3;4;2;Yes;Stable, in some cases I've had issues;2;4;4;1;728
survey1;652;Yes;4;5;1;3;3;4;5;1;5;5;5;5;5;4;4;4;4;3;5;5;5;3;4;2;1;3;4;2;4;5;4;1;Yes;Stable, in some cases I've had issues;5;5;4;1;774
survey1;653;Yes;2;4;4;2;3;1;5;5;5;5;5;4;5;5;1;3;4;5;4;4;5;5;5;2;3;4;5;5;4;5;3;4;Yes;Stable, in some cases I've had issues;3;4;4;1;785
survey1;654;Yes;2;4;3;2;3;3;2;5;2;4;3;4;3;4;3;3;4;5;4;4;4;3;4;4;3;3;4;5;4;3;3;5;Yes;Unstable, sometimes I've got problems;4;4;3;2;172
survey1;655;Yes;2;3;4;4;3;2;4;4;4;4;4;3;4;5;3;2;4;5;3;3;4;4;5;3;1;3;4;5;3;5;3;5;Yes;Stable, in some cases I've had issues;5;5;5;5;697
survey1;656;Yes;5;5;3;5;5;5;5;4;5;4;5;4;5;5;5;4;3;5;5;5;5;3;5;2;5;5;3;5;5;3;5;1;Yes;Unstable, sometimes I've got problems;5;4;3;1;126
survey1;657;Yes;3;5;4;3;3;3;3;4;3;5;3;3;3;5;2;3;4;4;4;3;4;5;4;3;2;4;4;4;3;3;3;5;Yes;Stable, in some cases I've had issues;5;5;5;2;268
survey1;658;Yes;2;5;3;4;3;3;4;4;3;5;4;5;3;2;3;3;5;4;5;4;5;5;5;3;3;5;4;4;4;4;4;3;Yes;Stable, in some cases I've had issues;3;3;4;3;244
survey1;659;Yes;4;4;2;3;3;3;3;4;4;3;4;4;4;1;4;5;3;3;4;4;5;4;3;4;4;4;3;2;4;2;4;3;Yes;Unstable, sometimes I've got problems;2;4;4;1;758
survey1;660;Yes;2;5;4;4;3;4;4;4;4;4;4;5;5;5;5;2;3;4;5;5;5;5;5;3;5;4;5;5;5;5;5;1;Yes;Very stable;4;4;4;1;279
survey1;661;Yes;3;4;2;4;3;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;5;3;4;3;4;4;4;4;4;3;4;2;Yes;Unstable, sometimes I've got problems;5;5;5;2;687
survey1;662;Yes;4;4;2;3;3;4;4;2;3;4;4;5;5;4;4;4;5;4;4;4;5;5;4;3;3;4;4;4;4;2;4;3;Yes;Stable, in some cases I've had issues;4;4;3;1;329
survey1;663;Yes;3;4;3;5;4;4;5;4;3;5;5;5;5;5;5;4;5;4;5;4;4;5;5;5;4;4;5;4;4;4;4;5;Yes;Stable, in some cases I've had issues;4;4;4;2;385
survey1;664;Yes;3;5;1;3;4;3;5;4;3;4;4;4;4;2;3;4;3;3;4;4;5;4;3;3;4;3;3;2;4;3;4;4;Yes;Stable, in some cases I've had issues;3;3;4;1;646
survey1;665;Yes;4;4;3;3;5;4;4;4;3;5;5;4;5;2;4;4;5;3;4;5;5;5;3;3;4;5;5;4;5;3;5;3;Yes;Stable, in some cases I've had issues;5;5;5;2;326
survey1;666;Yes;4;4;1;5;5;5;4;2;4;5;3;5;5;4;5;5;5;2;5;5;5;5;5;5;4;5;5;2;5;4;5;2;Yes;Stable, in some cases I've had issues;5;5;5;2;649
survey1;667;Yes;3;4;4;5;3;2;4;5;3;5;3;4;2;5;3;3;5;4;4;3;4;5;4;3;3;4;4;5;4;2;3;2;Yes;Unstable, sometimes I've got problems;5;5;5;3;874
survey1;668;Yes;4;3;3;4;3;4;4;4;3;4;5;5;4;3;3;3;4;4;4;2;4;4;4;3;4;4;4;4;4;3;3;4;Yes;Unstable, sometimes I've got problems;4;4;5;2;104
survey1;669;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey1;670;Yes;4;5;4;4;3;3;4;5;4;4;5;5;3;4;3;4;3;5;4;3;4;4;4;3;3;4;3;5;3;1;3;1;Yes;Unstable, sometimes I've got problems;1;4;3;1;884
survey1;671;Yes;4;5;3;4;3;3;4;3;3;4;4;4;3;2;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;2;4;3;Yes;Stable, in some cases I've had issues;4;5;4;1;671
survey1;672;Yes;5;4;3;4;3;4;2;3;2;4;2;5;3;4;3;4;5;3;4;4;5;4;5;3;3;5;4;2;4;3;4;2;Yes;Stable, in some cases I've had issues;4;4;3;2;361
survey1;673;Yes;5;4;1;4;3;2;2;5;5;5;4;4;2;5;3;4;5;3;5;4;5;5;5;4;3;5;5;4;4;1;3;5;Yes;Stable, in some cases I've had issues;3;5;5;4;43
survey1;674;Yes;5;5;2;5;4;4;4;4;4;5;4;5;4;2;4;5;5;4;4;4;5;5;5;4;4;4;5;3;4;4;4;3;Yes;Stable, in some cases I've had issues;5;5;5;2;416
survey1;675;Yes;4;5;1;4;4;4;2;3;4;5;2;5;4;2;5;4;5;2;5;4;5;5;5;3;4;5;4;2;5;1;5;1;Yes;Very stable;3;5;5;1;617
survey1;676;Yes;4;5;1;4;4;4;4;3;4;5;4;5;4;2;4;4;5;4;5;4;5;4;5;3;4;5;5;5;4;2;4;1;Yes;Unstable, sometimes I've got problems;4;5;4;1;330
survey1;677;Yes;4;5;3;4;4;4;3;3;4;5;4;5;4;3;3;5;5;4;4;4;4;4;5;4;4;4;4;3;4;3;4;2;Yes;Stable, in some cases I've had issues;4;4;5;1;865
survey1;678;Yes;4;4;1;4;3;4;3;3;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;3;4;4;4;3;4;3;4;4;Yes;Unstable, sometimes I've got problems;5;5;5;1;invalid id
survey1;679;Yes;4;5;2;5;4;4;3;3;4;5;3;5;3;3;4;4;5;3;5;5;5;5;5;4;4;5;5;2;5;4;4;2;Yes;Very stable;4;4;5;1;724
survey1;680;Yes;5;5;1;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;5;5;4;4;5;4;3;5;4;4;5;3;5;4;Yes;Unstable, sometimes I've got problems;3;5;4;3;362
